JobID	Title	Description	Requirements	Des	Cluster	Industry
474822	Call Center Representatives	  Call Center Representatives    An Indianapolis premier debt collection agency is looking for quality call center account representatives to grow with our spirited team. We offer competitive hourly wage plus monthly bonus, supportive work environment, flexible schedules and comprehensive benefit package including medical, dental, life disability and 401k. 	  Call Center Representatives    Qualifications:   Possess a positive attitude both personal and professionally  Drive to achieve personal and company goals  Bilingual (Spanish/English) fluency in written and verbal skills a plus  Strong verbal communication skills when speaking with consumers  Utilize strategies in order to negotiate payment of debt within legal guidelines  Must be able to multi-task while updating computer and receiving a high volume of outbound/inbound calls  Minimum High School Diploma or GED required   If you meet the above requirements, please send your resume to: dsokol	Call Center Representatives  Call Center Representatives    An Indianapolis premier debt collection agency is looking for quality call center account representatives to grow with our spirited team. We offer competitive hourly wage plus monthly bonus, supportive work environment, flexible schedules and comprehensive benefit package including medical, dental, life disability and 401k.   Call Center Representatives    Qualifications:   Possess a positive attitude both personal and professionally  Drive to achieve personal and company goals  Bilingual (Spanish/English) fluency in written and verbal skills a plus  Strong verbal communication skills when speaking with consumers  Utilize strategies in order to negotiate payment of debt within legal guidelines  Must be able to multi-task while updating computer and receiving a high volume of outbound/inbound calls  Minimum High School Diploma or GED required   If you meet the above requirements, please send your resume to: dsokol	9	Retail & Customer Support
487469	Senior System Analyst	THE CENTECH GROUP, Inc. is seeking a highly motivated, experienced Senior System Analyst in support of a major U.S. Department of Justice (DoJ) contract and their system.   As a member of the software development team this person will provide analyst support the end users, subject matter experts (SMEs), software development and quality assurance teams in the elicitation, validation, and documentation of business processes, requirements, change requests, and Software Development Life Cycle (SDLC) artifacts. They will convert business requirements into system requirements as needed. Must be able to provide documentation support as needed. Candidates must have demonstrated ability to perform requirements elicitation using various techniques and produce well formed requirements.	Must have knowledge and understanding of the following technologies that will be utilized on this project: Java, JBOSS, Oracle, Business Objects, J2EE, Swing, Hibernate, OOAD, iText, Jasper Reports, Crystal Reports, XML, NIEM, Web Services, SMTP, sftp, IBM Rational Tools: ClearQuest, Functional Tester, Performance Tester, Quality Manager; Apache SVN, Oracle data guard, disaster recovery.  ******MUST HAVE ACTIVE TS/SSBI or Public Trust MBI******   Candidates must have a minimum of seven (7) years of technical experience with a bachelor’s degree in computer science. The ability to obtain a government clearance is required as well.  We offer team members excellent compensation, benefits package, and career development. Please forward job resumes to jobs   ISO 9001:2008 Certified, CMMI and an Equal Opportunity Employer  	Senior System AnalystTHE CENTECH GROUP, Inc. is seeking a highly motivated, experienced Senior System Analyst in support of a major U.S. Department of Justice (DoJ) contract and their system.   As a member of the software development team this person will provide analyst support the end users, subject matter experts (SMEs), software development and quality assurance teams in the elicitation, validation, and documentation of business processes, requirements, change requests, and Software Development Life Cycle (SDLC) artifacts. They will convert business requirements into system requirements as needed. Must be able to provide documentation support as needed. Candidates must have demonstrated ability to perform requirements elicitation using various techniques and produce well formed requirements.Must have knowledge and understanding of the following technologies that will be utilized on this project: Java, JBOSS, Oracle, Business Objects, J2EE, Swing, Hibernate, OOAD, iText, Jasper Reports, Crystal Reports, XML, NIEM, Web Services, SMTP, sftp, IBM Rational Tools: ClearQuest, Functional Tester, Performance Tester, Quality Manager; Apache SVN, Oracle data guard, disaster recovery.  ******MUST HAVE ACTIVE TS/SSBI or Public Trust MBI******   Candidates must have a minimum of seven (7) years of technical experience with a bachelor’s degree in computer science. The ability to obtain a government clearance is required as well.  We offer team members excellent compensation, benefits package, and career development. Please forward job resumes to jobs   ISO 9001:2008 Certified, CMMI and an Equal Opportunity Employer  	5	Technology & Engineering
493306	Credit Manager	 CREDIT MANAGER   Large commercial/heavy industrial distributor located in Suburban Philadelphia is seeking an experienced Commercial Credit Manager with strong communication and interpersonal skills.  This highly visible position requires the ability to interface with various levels of sales and management in a fast paced dynamic environment. The Credit Manager will be directly responsible for the evaluation of the credit worthiness of customers and pursue action with delinquent customers to protect the assets of the Company while maintaining strong internal controls that support Sarbanes-Oxley compliance.    The ideal candidate will possess a minimum of 3-5 years in a Credit /Financial related field with the ability to analyze financial statements. Some overnight travel is required with this position.    We offer a competitive salary and benefits package. Qualified individuals are asked to send their resume and salary requirements to:   Thomasrose    An EOE M/F/D/V 	See Job Description	Credit Manager CREDIT MANAGER   Large commercial/heavy industrial distributor located in Suburban Philadelphia is seeking an experienced Commercial Credit Manager with strong communication and interpersonal skills.  This highly visible position requires the ability to interface with various levels of sales and management in a fast paced dynamic environment. The Credit Manager will be directly responsible for the evaluation of the credit worthiness of customers and pursue action with delinquent customers to protect the assets of the Company while maintaining strong internal controls that support Sarbanes-Oxley compliance.    The ideal candidate will possess a minimum of 3-5 years in a Credit /Financial related field with the ability to analyze financial statements. Some overnight travel is required with this position.    We offer a competitive salary and benefits package. Qualified individuals are asked to send their resume and salary requirements to:   Thomasrose    An EOE M/F/D/V See Job Description	9	Finance & Accounting & Business
500385	Project Superintendent / Project Manager – Construction	 Project Manager – Full Time   This position is primarily responsible for successfully managing of all phases of a construction project including budgeting, bidding, scheduling, supervising trades, approving invoices, and meeting with owner’s representatives, architects, tenants and subcontractors.	Bachelor's degree from four-year college or university in construction management or related field; or three to four years of experience in project management; or equivalent combination of education and experience.    	Project Superintendent / Project Manager – Construction Project Manager – Full Time   This position is primarily responsible for successfully managing of all phases of a construction project including budgeting, bidding, scheduling, supervising trades, approving invoices, and meeting with owner’s representatives, architects, tenants and subcontractors.Bachelor's degree from four-year college or university in construction management or related field; or three to four years of experience in project management; or equivalent combination of education and experience.    	11	Technology & Engineering
512684	Customer Service/ Patient Care Representatives ... $14/Hour	"Customer Service/ Patient Care Representatives ... does your reliability, compassionate rapport and ""can-do"" attitude set you apart? Join a winning team. Dynamic, rapidly growing Northwest Suburban company welcomes what you can bring to the team. What's more, viable advancement potential is within your reach as the company promotes from within! Multiple positions are available now, paying $14/hour.  Customer Service/ Patient Care Representative position highlights:   confirm patient eligibility for scheduled visits  organize visit schedules with field clinical associates; complete paperwork  coordinate visit schedules with designated personnel at contracted facilities  place confirmation phone calls to both facilities and patients; fax updated visit list to technician  update facility information; communicate to appropriate people as necessary  participate in various team, planning, development, department meetings  address calls from facilities, patients/families, and field staff  prepare/ complete paperwork, files, logs, monthly reports  maintain confidentiality of sensitive information  organize urgent care for patients  "	Customer Service/ Patient Care Representative requirements:   minimum 2 years Customer Service experience a must; health care/ patient care exposure a plus  exceptional communication and patient rapport; professionalism  Associate Degree or higher strongly preferred  goal oriented; dependable work ethics  solid attention to details  computer literacy  team spirit    Email bgp your Word formatted resume and daytime phone number. Your resume and personal information will remain completely confidential. NO PHONE CALLS PLEASE. Qualified candidates will be contacted by the account rep. We never charge a fee to applicants.	"Customer Service/ Patient Care Representatives ... $14/HourCustomer Service/ Patient Care Representatives ... does your reliability, compassionate rapport and ""can-do"" attitude set you apart? Join a winning team. Dynamic, rapidly growing Northwest Suburban company welcomes what you can bring to the team. What's more, viable advancement potential is within your reach as the company promotes from within! Multiple positions are available now, paying $14/hour.  Customer Service/ Patient Care Representative position highlights:   confirm patient eligibility for scheduled visits  organize visit schedules with field clinical associates; complete paperwork  coordinate visit schedules with designated personnel at contracted facilities  place confirmation phone calls to both facilities and patients; fax updated visit list to technician  update facility information; communicate to appropriate people as necessary  participate in various team, planning, development, department meetings  address calls from facilities, patients/families, and field staff  prepare/ complete paperwork, files, logs, monthly reports  maintain confidentiality of sensitive information  organize urgent care for patients  Customer Service/ Patient Care Representative requirements:   minimum 2 years Customer Service experience a must; health care/ patient care exposure a plus  exceptional communication and patient rapport; professionalism  Associate Degree or higher strongly preferred  goal oriented; dependable work ethics  solid attention to details  computer literacy  team spirit    Email bgp your Word formatted resume and daytime phone number. Your resume and personal information will remain completely confidential. NO PHONE CALLS PLEASE. Qualified candidates will be contacted by the account rep. We never charge a fee to applicants."	1	Healthcare & Medical
525551	Customer Service	"OPEN ROAD AUTO GROUP   Open Road Mercedes-Benz of Bridgewater   ""5"" STAR CUSTOMER SERVICE   8:30am - 5:30pm  We are seeking DYNAMIC - WOW People  to complete our team of Customer Service Professionals   ~ 5 STAR PRESENTATION a MUST!  ~ Professional  ~ Polished ~ Great Verbal Skills  ~ Basic PC Knowledge  ~ MUST LOVE CUSTOMERS  ~ Reliable    Emails: careers    "	We are seeking DYNAMIC - WOW People to complete our team of Customer Service Professionals   ~ 5 STAR PRESENTATION a MUST!  ~ Professional  ~ Great Verbal Skills  ~ Basic PC Knowledge  ~ MUST LOVE CUSTOMERS  ~ Reliable	"Customer ServiceOPEN ROAD AUTO GROUP   Open Road Mercedes-Benz of Bridgewater   ""5"" STAR CUSTOMER SERVICE   8:30am - 5:30pm  We are seeking DYNAMIC - WOW People  to complete our team of Customer Service Professionals   ~ 5 STAR PRESENTATION a MUST!  ~ Professional  ~ Polished ~ Great Verbal Skills  ~ Basic PC Knowledge  ~ MUST LOVE CUSTOMERS  ~ Reliable    Emails: careers    We are seeking DYNAMIC - WOW People to complete our team of Customer Service Professionals   ~ 5 STAR PRESENTATION a MUST!  ~ Professional  ~ Great Verbal Skills  ~ Basic PC Knowledge  ~ MUST LOVE CUSTOMERS  ~ Reliable"	8	Retail & Customer Support
546074	Lead Planner / Scheduler	Scheduler    Industry: Petrochemical Duration: 6-12 months    Job Description:   P6 experience, petrochemical background, 5-10 years of experience,  Will be creating, updating, and analyzing schedules in P6 for multiple client projects 	Lead Field Planner / Scheduler  Requirements:    All candidates must have 7+ years of related experience in the oil and gas industries. Experience in refineries. 10+ years of experience using Primavera.  Must have experience supporting very large scale EPC projects from the field and corporate office.  Strong understanding of Primavera software and how to manipulate and integrate planning software as well. P6 or P7 experience preferred.  Ability to interface with construction superintendents, site managers, and corporate office project controls.    	Lead Planner / SchedulerScheduler    Industry: Petrochemical Duration: 6-12 months    Job Description:   P6 experience, petrochemical background, 5-10 years of experience,  Will be creating, updating, and analyzing schedules in P6 for multiple client projects Lead Field Planner / Scheduler  Requirements:    All candidates must have 7+ years of related experience in the oil and gas industries. Experience in refineries. 10+ years of experience using Primavera.  Must have experience supporting very large scale EPC projects from the field and corporate office.  Strong understanding of Primavera software and how to manipulate and integrate planning software as well. P6 or P7 experience preferred.  Ability to interface with construction superintendents, site managers, and corporate office project controls.    	9	Technology & Engineering
563050	Jr. Sharepoint Developer	 Some SharePoint Development Experience is Required:  Entry Level Role located in Long Island City (Queens, NY)  One Year Contract Position  Looking for bright, energetic, ambitious candidates that are interested in becoming a SharePoint Developers.   • Looking for someone who is very motivated to come in and learn SharePoint • Computer Science Degree preferred • Very motivated and determined to grow within an organization • If the candidate has done some web page development or basic development on their own,   is a huge plus • Based in Long Island City which is in Queens, NOT ON LONG ISLAND!!!   It’s a 15-20 min commute to the location from Penn Station, takes about the same amount of   time   as it would to get downtown • Pay is $15/hr.    Within 2-3 years of hands on SharePoint experience, Developers can expect to make $50/hr. as a consultant or 100k as a full time employee    • Excellent opportunity for a recent college graduate or IT professional looking to gain experience  as a Microsoft SharePoint developer • Experience building web sites • HTML5 & Java • Relational database experience a plus • Understanding of Software Development Life Cycle • Eager to learn and work in a fast paced environment • Lotus Notes experience a plus • Experience with Photoshop a plus    Renee Huntington Hahn  Technical Recruiter Technisource, a Randstad Company 379 Thornall St., 8th floor, Edison, NJ 08837 Direct: 732.623.5926|Cell: 732.770.8006 reneehahn |     Technisource is a national provider of technical talent, focused on achieving the unique goals of our clients and consultants. Ask about our Support Services, Technology Deployment, Infrastructure Management, Management Services, and Embedded Software Engineering Practices.   	• Excellent opportunity for a recent college graduate or IT professional looking to gain experience as a Microsoft SharePoint developer • Experience building web sites • HTML5 & Java • Relational database experience a plus • Understanding of Software Development Life Cycle • Eager to learn and work in a fast paced environment • Lotus Notes experience a plus • Experience with Photoshop a plus	Jr. Sharepoint Developer Some SharePoint Development Experience is Required:  Entry Level Role located in Long Island City (Queens, NY)  One Year Contract Position  Looking for bright, energetic, ambitious candidates that are interested in becoming a SharePoint Developers.   • Looking for someone who is very motivated to come in and learn SharePoint • Computer Science Degree preferred • Very motivated and determined to grow within an organization • If the candidate has done some web page development or basic development on their own,   is a huge plus • Based in Long Island City which is in Queens, NOT ON LONG ISLAND!!!   It’s a 15-20 min commute to the location from Penn Station, takes about the same amount of   time   as it would to get downtown • Pay is $15/hr.    Within 2-3 years of hands on SharePoint experience, Developers can expect to make $50/hr. as a consultant or 100k as a full time employee    • Excellent opportunity for a recent college graduate or IT professional looking to gain experience  as a Microsoft SharePoint developer • Experience building web sites • HTML5 & Java • Relational database experience a plus • Understanding of Software Development Life Cycle • Eager to learn and work in a fast paced environment • Lotus Notes experience a plus • Experience with Photoshop a plus    Renee Huntington Hahn  Technical Recruiter Technisource, a Randstad Company 379 Thornall St., 8th floor, Edison, NJ 08837 Direct: 732.623.5926|Cell: 732.770.8006 reneehahn |     Technisource is a national provider of technical talent, focused on achieving the unique goals of our clients and consultants. Ask about our Support Services, Technology Deployment, Infrastructure Management, Management Services, and Embedded Software Engineering Practices.   • Excellent opportunity for a recent college graduate or IT professional looking to gain experience as a Microsoft SharePoint developer • Experience building web sites • HTML5 & Java • Relational database experience a plus • Understanding of Software Development Life Cycle • Eager to learn and work in a fast paced environment • Lotus Notes experience a plus • Experience with Photoshop a plus	9	Technology & Engineering
564702	Financial Analyst	Our client, a publicly traded Oil and Gas company, is seeking a Financial Analyst. This client is conveniently located in the Galleria area  Responsibilities of this role include but are not limited to the following:     Prepare, review and distribute monthly financial reports  Prepare annual financial information for external audit  Assist with budget  Analyze financial data, spot trends and develop forecast  Assist with special projects, including technical accounting analysis      	Degree in Finance or Accounting 2-5 years experience in accounting or finance Strong communication and analytical skills	Financial AnalystOur client, a publicly traded Oil and Gas company, is seeking a Financial Analyst. This client is conveniently located in the Galleria area  Responsibilities of this role include but are not limited to the following:     Prepare, review and distribute monthly financial reports  Prepare annual financial information for external audit  Assist with budget  Analyze financial data, spot trends and develop forecast  Assist with special projects, including technical accounting analysis      Degree in Finance or Accounting 2-5 years experience in accounting or finance Strong communication and analytical skills	7	Finance & Accounting & Business
574479	HVAC Technician	Facility maintenance company seeks HVAC Technician experienced in the maintenance, repair and operation of York centrifugal and Carrier heat reclamation screw chiller systems with 375 ton or greater capacity, their associated control systems and ancillary equipment.  	Minimum Qualifications:  5 years or greater experience in commercial chiller system repair and operation. 5 years experience in building automated control system. Knowledge of Automated Logic web control is a plus.   Preferences:  Experience in York centrifugal and Carrier screw chillers Experience with building automated control systems Must have an EPA section 608 Universal Certification. Ability to use hand and power tools/machines safely. Possess basic computer skills.   Special Conditions:  Must be able to climb vertical ladders. Must be a U.S. Citizen or eligible to work in the United States. Must be able to be cleared to work on a Government facility Read and Write English Read blueprints and schematics	HVAC TechnicianFacility maintenance company seeks HVAC Technician experienced in the maintenance, repair and operation of York centrifugal and Carrier heat reclamation screw chiller systems with 375 ton or greater capacity, their associated control systems and ancillary equipment.  Minimum Qualifications:  5 years or greater experience in commercial chiller system repair and operation. 5 years experience in building automated control system. Knowledge of Automated Logic web control is a plus.   Preferences:  Experience in York centrifugal and Carrier screw chillers Experience with building automated control systems Must have an EPA section 608 Universal Certification. Ability to use hand and power tools/machines safely. Possess basic computer skills.   Special Conditions:  Must be able to climb vertical ladders. Must be a U.S. Citizen or eligible to work in the United States. Must be able to be cleared to work on a Government facility Read and Write English Read blueprints and schematics	4	Technology & Engineering
587837	Restaurant General Managers Needed: Immediate Openings!	Restaurant General Managers Needed: Immediate Openings!   Are you a Restaurant Manager looking for a new career path? Join B&G Foods where we are committed to launching careers by promoting from within and rewarding our top performers. We are a family owned company that operates 47 Taco Bell, KFC, and multi-brand restaurants in Louisiana, Texas, and Mississippi.   We have immediate openings for Restaurant General Managers at our Taco Bell restaurants in Lake Charles.   Responsibilities include:     Controlling day-to-day operations by scheduling labor, ordering food and supplies, and developing the restaurant team   Controlling profit & loss, by following cash control/security procedures, maintaining inventory, managing labor, reviewing financial reports, and taking appropriate actions   Recruiting, interviewing, and hiring customer maniacs, conducting performance appraisals, taking disciplinary action, motivating and training all staff  Ensuring food quality and 100% customer satisfaction at all times  Ensuring OSHA, local health and safety codes, and company safety and security policy are met  	  3+ years of previous restaurant management experience  High School Diploma/GED  Ability to work a flexible schedule including nights, weekends and holidays  Current ServSafe Certification  Ability to pass and willingness to submit to, an extensive Background Check and Drug Screen    Benefits include:     Starting Salary of $40-50K, based on experience PLUS MONTHLY BONUS!     Comprehensive medical/dental/vision/life insurance  401(k) retirement plan/Profit Sharing     Paid Vacation  Career Advancement Opportunities!    At B&G, we believe that people are the most important part of our organization! B&G has grown to provide a livelihood for well over 2000 employees, without whom our success could not have been achieved. If you are a Restaurant Manager or General Manager that wants to be a part of a family oriented organization that offers unlimited growth potential, we want to talk to you! Don’t wait, APPLY TODAY!   B&G Food Enterprises is an equal opportunity employer	Restaurant General Managers Needed: Immediate Openings!Restaurant General Managers Needed: Immediate Openings!   Are you a Restaurant Manager looking for a new career path? Join B&G Foods where we are committed to launching careers by promoting from within and rewarding our top performers. We are a family owned company that operates 47 Taco Bell, KFC, and multi-brand restaurants in Louisiana, Texas, and Mississippi.   We have immediate openings for Restaurant General Managers at our Taco Bell restaurants in Lake Charles.   Responsibilities include:     Controlling day-to-day operations by scheduling labor, ordering food and supplies, and developing the restaurant team   Controlling profit & loss, by following cash control/security procedures, maintaining inventory, managing labor, reviewing financial reports, and taking appropriate actions   Recruiting, interviewing, and hiring customer maniacs, conducting performance appraisals, taking disciplinary action, motivating and training all staff  Ensuring food quality and 100% customer satisfaction at all times  Ensuring OSHA, local health and safety codes, and company safety and security policy are met    3+ years of previous restaurant management experience  High School Diploma/GED  Ability to work a flexible schedule including nights, weekends and holidays  Current ServSafe Certification  Ability to pass and willingness to submit to, an extensive Background Check and Drug Screen    Benefits include:     Starting Salary of $40-50K, based on experience PLUS MONTHLY BONUS!     Comprehensive medical/dental/vision/life insurance  401(k) retirement plan/Profit Sharing     Paid Vacation  Career Advancement Opportunities!    At B&G, we believe that people are the most important part of our organization! B&G has grown to provide a livelihood for well over 2000 employees, without whom our success could not have been achieved. If you are a Restaurant Manager or General Manager that wants to be a part of a family oriented organization that offers unlimited growth potential, we want to talk to you! Don’t wait, APPLY TODAY!   B&G Food Enterprises is an equal opportunity employer	9	Retail & Customer Support
611312	Contact Center Agent	"Contact Center Sales Agent   We are now accepting automated or in-person applications for seasonal Contact Center Sales Agents.    As an agent in our inbound Contact Center, you will promote our passenger service and Catalina Island. The primary responsibilities of this position are sales and customer service. Please note that all calls are inbound and we operate in what is considered a “soft-sell"" sales environment.   Scheduled shifts begin as early as 5:45 a.m. and end as late as 8:00 p.m. If hired, you may work between 25 - 40 hours per week through our peak season which ends in September. Although not guaranteed, there is a possibility for year-round employment. The job location is in our Contact Center in the Union Bank Building in Long Beach. The Contact Center is open for business 7 days per week.   As a Reservation Sales Agent, you will earn $9.00 per hour + incentives to start, with a potential increase up to $9.50 per hour upon a 90-day performance review. You will also be eligible for free travel aboard company vessels, discounted family travel rates, and paid training. "	Qualified candidates will possess a minimum of 6 months customer service, telesales, or retail experience, basic computer knowledge, typing skills of 25 words per minute, and excellent customer service skills. Must be able to work a combination of early mornings, afternoons, evenings and weekends. Holidays will be required.	"Contact Center AgentContact Center Sales Agent   We are now accepting automated or in-person applications for seasonal Contact Center Sales Agents.    As an agent in our inbound Contact Center, you will promote our passenger service and Catalina Island. The primary responsibilities of this position are sales and customer service. Please note that all calls are inbound and we operate in what is considered a “soft-sell"" sales environment.   Scheduled shifts begin as early as 5:45 a.m. and end as late as 8:00 p.m. If hired, you may work between 25 - 40 hours per week through our peak season which ends in September. Although not guaranteed, there is a possibility for year-round employment. The job location is in our Contact Center in the Union Bank Building in Long Beach. The Contact Center is open for business 7 days per week.   As a Reservation Sales Agent, you will earn $9.00 per hour + incentives to start, with a potential increase up to $9.50 per hour upon a 90-day performance review. You will also be eligible for free travel aboard company vessels, discounted family travel rates, and paid training. Qualified candidates will possess a minimum of 6 months customer service, telesales, or retail experience, basic computer knowledge, typing skills of 25 words per minute, and excellent customer service skills. Must be able to work a combination of early mornings, afternoons, evenings and weekends. Holidays will be required."	2	Retail & Customer Support
634864	Assistant Manager / Irrigation Distribution	We are currently seeking an Assistant Manager with a strong customer service background. Qualified individuals will have a background in irrigation, distribution or green industry for this wholesale/retail branch location.   Duties include:  • Manages walk in and phone sales, product delivery,  • Manages inventory control, equipment and facility,  • Exceeds customer service expectation.    Job Location:  FIS Outoor.com 5565 Shirley St Naples, FL 34109  Apply at the location above for immediate consideration.   FIS Outdoor has been a leading distributor of irrigation supply products. With an extensive inventory and branches throughout the Southeast, you can rely on our professional staff.  	Job Requirements:  • Prefer irrigation technical experience  • Strong customer service skills  • High school diploma or equivalent  • Experience in distribution and inventory management preferred. 	Assistant Manager / Irrigation DistributionWe are currently seeking an Assistant Manager with a strong customer service background. Qualified individuals will have a background in irrigation, distribution or green industry for this wholesale/retail branch location.   Duties include:  • Manages walk in and phone sales, product delivery,  • Manages inventory control, equipment and facility,  • Exceeds customer service expectation.    Job Location:  FIS Outoor.com 5565 Shirley St Naples, FL 34109  Apply at the location above for immediate consideration.   FIS Outdoor has been a leading distributor of irrigation supply products. With an extensive inventory and branches throughout the Southeast, you can rely on our professional staff.  Job Requirements:  • Prefer irrigation technical experience  • Strong customer service skills  • High school diploma or equivalent  • Experience in distribution and inventory management preferred. 	9	Sales & Account Management
661315	Executive Assistant - PART TIME	Axion LLC. is seeking an excellent Executive assistant to work part time, three days a week, to support a Managing Director of a Cultural Organization.   Please email resumes to: sam.wolf for consideration.	 This candidate must have advanced skills in Microsoft Office.    Axion LLC is an Everify company.    Over the last three decades Axion has been the preferred staffing solution for literally thousands of companies in the New York and New Jersey markets. Today Axion provides services with a local presence in NY, NJ, PA and AZ.     Axion is an equal opportunity employer committed to the principles of affirmative action. Axion does not discriminate based on race, sex, affectional sexual orientation, national origin, ancestry, religion or creed, color, physical or mental handicap, age, veterans status or marital status. Axion encourages women and minorities to apply. 	Executive Assistant - PART TIMEAxion LLC. is seeking an excellent Executive assistant to work part time, three days a week, to support a Managing Director of a Cultural Organization.   Please email resumes to: sam.wolf for consideration. This candidate must have advanced skills in Microsoft Office.    Axion LLC is an Everify company.    Over the last three decades Axion has been the preferred staffing solution for literally thousands of companies in the New York and New Jersey markets. Today Axion provides services with a local presence in NY, NJ, PA and AZ.     Axion is an equal opportunity employer committed to the principles of affirmative action. Axion does not discriminate based on race, sex, affectional sexual orientation, national origin, ancestry, religion or creed, color, physical or mental handicap, age, veterans status or marital status. Axion encourages women and minorities to apply. 	3	Administrative & Office Support
765050	RETAIL SALES ASSOCIATE	Fine Jewelry Sales   REACH FOR THE STARS!   Na Hoku, Hawaii’s Finest Jeweler Since 1924, is Hawaii’s oldest and largest retailer & manufacturer of Hawaiian & Island Lifestyle jewelry.   RETAIL SALES ASSOCIATEOur New York store located in Roosevelt Field Mall - is seeking a highly motivated, enthusiastic sales person to represent our fine heritage. Retail experience is preferred, fine jewelry experience is a plus. We will provide the right individual with paid, on the job training. Recognized as one of Inc. 5000's fastest growing private companies in America.  Our Sales Associates earn $30K-$45K and more in base pay, commission, and bonuses.  As a member of the Na Hoku sales team your responsibilities will include:  * Consistently exceeding sales goals.  * Providing exceptional customer service by being consistently polite, friendly, and available to assist customers and fellow associates.  * Continuing your professional growth development.  * Assist in maintaining an attractive store appearance in both cleanliness and product presentation.  Salary commensurate with experience.      Benefits:   401K, Medical, Dental, Vision, Paid Vacation, Sick Pay, Life & LTD Insurance, Liberal Employee Discounts & more!     Please call for interview, fax or email resume:   Na HokuRoosevelt Field Mall630 Old Country Road, Space 2071APhone: 516/248-7200 (ask for Emily)Fax resume to: 516/248-7206 Email resume to: HR     EOE 	Professional, excellent customer service skills, high enthusiasm, exceptional communication skills, ambitious, and able to work flexible hours.	RETAIL SALES ASSOCIATEFine Jewelry Sales   REACH FOR THE STARS!   Na Hoku, Hawaii’s Finest Jeweler Since 1924, is Hawaii’s oldest and largest retailer & manufacturer of Hawaiian & Island Lifestyle jewelry.   RETAIL SALES ASSOCIATEOur New York store located in Roosevelt Field Mall - is seeking a highly motivated, enthusiastic sales person to represent our fine heritage. Retail experience is preferred, fine jewelry experience is a plus. We will provide the right individual with paid, on the job training. Recognized as one of Inc. 5000's fastest growing private companies in America.  Our Sales Associates earn $30K-$45K and more in base pay, commission, and bonuses.  As a member of the Na Hoku sales team your responsibilities will include:  * Consistently exceeding sales goals.  * Providing exceptional customer service by being consistently polite, friendly, and available to assist customers and fellow associates.  * Continuing your professional growth development.  * Assist in maintaining an attractive store appearance in both cleanliness and product presentation.  Salary commensurate with experience.      Benefits:   401K, Medical, Dental, Vision, Paid Vacation, Sick Pay, Life & LTD Insurance, Liberal Employee Discounts & more!     Please call for interview, fax or email resume:   Na HokuRoosevelt Field Mall630 Old Country Road, Space 2071APhone: 516/248-7200 (ask for Emily)Fax resume to: 516/248-7206 Email resume to: HR     EOE Professional, excellent customer service skills, high enthusiasm, exceptional communication skills, ambitious, and able to work flexible hours.	2	Retail & Customer Support
765054	Sales Associate	Looking to increase your earnings? Rescue Roofing Specialists is expanding and seeking career minded, positive, high energy, in home Sales Associates! Do you have drive; commitment discipline and a desire to earn your worth, if so come join a team where our associates are valued and dependent upon to shape the future of our success:  Opportunity:   Flexible schedules  Professional development and training  Gasoline allowance  Paid Training + Commission  Sales incentives  An environment that provides our associates with the right balance between work and personal life  Excellent advancement opportunities.   	Expectation:   Self-motivated  Client oriented  Confident goal setter  Professional in appearance  Computer experienced  Excellent with oral and written communication skills  Superb with time management skills  Team Oriented  Desire to earn 75k plus annually  	Sales AssociateLooking to increase your earnings? Rescue Roofing Specialists is expanding and seeking career minded, positive, high energy, in home Sales Associates! Do you have drive; commitment discipline and a desire to earn your worth, if so come join a team where our associates are valued and dependent upon to shape the future of our success:  Opportunity:   Flexible schedules  Professional development and training  Gasoline allowance  Paid Training + Commission  Sales incentives  An environment that provides our associates with the right balance between work and personal life  Excellent advancement opportunities.   Expectation:   Self-motivated  Client oriented  Confident goal setter  Professional in appearance  Computer experienced  Excellent with oral and written communication skills  Superb with time management skills  Team Oriented  Desire to earn 75k plus annually  	2	Sales & Account Management
796109	Electronic or Mechanical Assembler	 Select Staff has immediate openings for a client in Frisco, TX. We are looking for candidates with electronic assembly or mechanical assembly experience to work in a manufacturing environment assembling conveyor systems for a 3-6 month project with a strong possibility temp to hire. Qualified candidates will need to have experience reading and understanding blueprints and schematics. Electrical canidates will also need to have point to point wiring experience and mechanical assemblers must have thier own tools . Candidates must be able to be on their feet for 8-10 hours a day.       	Job Requirements: - 2 plus years electronic assembly experience - Must be able to bring own small hand tools including wire cutters and crimpers - Must be able to lift up to 50 lbs - Must be able to be on your feet for 8-10 hours a day - Must have a flexible work schedule including being open to overtime and weekend work  - Must be willing to submit to a criminal background check. Offenses that include theft or violence will not meet the hiring criteria. 	Electronic or Mechanical Assembler Select Staff has immediate openings for a client in Frisco, TX. We are looking for candidates with electronic assembly or mechanical assembly experience to work in a manufacturing environment assembling conveyor systems for a 3-6 month project with a strong possibility temp to hire. Qualified candidates will need to have experience reading and understanding blueprints and schematics. Electrical canidates will also need to have point to point wiring experience and mechanical assemblers must have thier own tools . Candidates must be able to be on their feet for 8-10 hours a day.       Job Requirements: - 2 plus years electronic assembly experience - Must be able to bring own small hand tools including wire cutters and crimpers - Must be able to lift up to 50 lbs - Must be able to be on your feet for 8-10 hours a day - Must have a flexible work schedule including being open to overtime and weekend work  - Must be willing to submit to a criminal background check. Offenses that include theft or violence will not meet the hiring criteria. 	13	Technology & Engineering
